#OTU ID	ERR4264700	ERR4264711	ERR4264748	ERR4264769	ERR4264780	ERR4264831	Taxon	Confidence
e0e69c5a3f7d98c5da9f31cf7e83ab87	0.0	188.0	0.0	12.0	1456.0	0.0	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__	0.999999268136674
85ce1ebb8e1b31cc2546778aed07b192	622.0	97.0	216.0	7.0	0.0	671.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum;s__	0.9993130916891324
20b99fb27bb8e01d5284f9355f3d77ce	1320.0	4.0	7.0	17.0	0.0	206.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Asteroleplasma;s__	0.9999999941110502
361d5fcf93ca753fe4872c98a62972b3	25.0	89.0	108.0	726.0	265.0	263.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__	0.9997545694916624
0ae1308cf1201de65c4edfcd616e89b2	97.0	116.0	99.0	34.0	155.0	949.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__	0.9963086449684864
9ce3287123f45e9f274c75b6cd91edcc	360.0	264.0	235.0	30.0	248.0	287.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	0.999999211741082
4db74cba8013bda3085cf77d8d220855	204.0	149.0	156.0	6.0	293.0	479.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	0.9978816810211898
21a518d3c972423e3bd492d98368639b	704.0	0.0	0.0	15.0	12.0	553.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.9981152410566322
13fe7d23910d77b4c262f64e95a8be41	143.0	163.0	117.0	707.0	9.0	105.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	0.9230330152195098
36b5c4070800c9a44e49f25b5be1644c	209.0	73.0	402.0	230.0	59.0	220.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	0.8941968591495028
2f2c9700b1ffe7753da3300a1bced87c	173.0	122.0	137.0	0.0	447.0	293.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	0.9985060838003308
eb5d57a0e0ea597bc5d0564edf8cdc0e	34.0	201.0	281.0	288.0	20.0	346.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelotrichaceae_UCG-003;s__	0.999999084719796
2e9f1c3013022ced2c0c9567d59fc064	521.0	75.0	171.0	0.0	0.0	399.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum;s__	0.9994688152900828
8a9953246825b0e065effec087dc5a19	238.0	804.0	24.0	25.0	22.0	37.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.9999980977888372
07b43e38269daa867bfc6401b0cc402a	0.0	0.0	11.0	1136.0	0.0	0.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__	0.9751403840013596
95a24acd3a39ba4bf9af0ba0caeeebf0	431.0	605.0	0.0	26.0	0.0	62.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.9999978600054809
ec39293a8db6cdfc99fecc1decfa59d7	167.0	238.0	117.0	0.0	288.0	264.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	0.999781174338521
eeba9006fd7bcd334bd92d010c65b097	9.0	1015.0	0.0	19.0	5.0	5.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group;g__[Eubacterium]_coprostanoligenes_group;s__	0.9995676553444064
c26d08b47415c115823616a6fabad348	201.0	132.0	399.0	12.0	0.0	279.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.999997399964682
5c7aeeb25c701c3870808ac14e027fe4	106.0	166.0	204.0	66.0	290.0	124.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	0.9857740082714986
5726c13c2deb29736de5cc85f62209a5	449.0	346.0	80.0	14.0	0.0	18.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002;s__	0.998984298031644
04b8458f4bfd4c1c9749a946c7f148ce	414.0	352.0	71.0	0.0	11.0	51.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002;s__	0.9982474165501098
65441fb81e28eb930674f3d7d4281eb1	0.0	0.0	0.0	0.0	0.0	863.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__	0.999999994783792
a448970de11b09c53971e6ae439c3e85	6.0	749.0	11.0	20.0	9.0	58.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group;g__[Eubacterium]_coprostanoligenes_group;s__	0.99962121775513
50d6049a2b89b495b2b59d1041584998	51.0	0.0	0.0	27.0	733.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__	0.999999846164099
73207d52d283e98167d95daae50ae04d	585.0	55.0	0.0	0.0	6.0	155.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__	0.9999665817533988
4e40ee32e4cdf466e4d3b681d90f6199	156.0	59.0	80.0	293.0	0.0	186.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	0.9996598324681284
f7a1c2a7dc74eb24446faaa79f519ee6	126.0	66.0	276.0	132.0	30.0	132.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	0.9042141723655758
031b5d407f4465bdb5bc249c633d2183	68.0	57.0	131.0	324.0	122.0	47.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	0.959124039308642
2c635ae7059c359d68928b4696d6c84d	17.0	0.0	0.0	0.0	45.0	658.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.999692890650979
acf5bcc1f55e7657a7420c79d46e4b1f	0.0	0.0	0.0	4.0	716.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_NK3B31_group;s__	0.9974041575285392
8a66e4725750e40bd19b1770b6b845de	0.0	0.0	7.0	706.0	0.0	0.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__	0.973073022106346
ae99ccfe51f11b022e7a0c931c83ad19	46.0	48.0	255.0	198.0	98.0	62.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	0.9471158864136052
43ba54dc1879c65591a48e47de918e48	536.0	125.0	0.0	0.0	0.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__	0.9827218244841118
1cf9522d20d84d59157edc3cf5612329	147.0	409.0	0.0	9.0	0.0	81.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.9978685312184904
01540e7a251110f78082da5cf3128c2f	36.0	0.0	66.0	52.0	362.0	113.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_hallii_group;s__	0.9999057979522182
b675d67b2060095344c60d2671706b22	412.0	0.0	161.0	49.0	6.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia-Shigella;s__	0.9990907296671894
367da03193554afa419233cf58aa75c7	107.0	72.0	84.0	0.0	222.0	142.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	0.9993796681602316
196ac46a76bf92cca2d9bf95c57ec3f3	6.0	0.0	65.0	0.0	337.0	209.0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	0.9999861922977978
b3a5cff8cd5d575be019b4bf274f029c	131.0	166.0	96.0	0.0	0.0	223.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__	0.987689866314196
cb39f94b4a5170e46d71f64675509f93	35.0	82.0	75.0	68.0	229.0	113.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_eligens_group;s__	0.9955411024138971
0eba1bdb4af67821ecc16b6e316fc41a	376.0	85.0	84.0	11.0	0.0	44.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__	0.9284965245615172
20ad637341314dd2eeaa440007eb9b73	219.0	64.0	15.0	0.0	217.0	84.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_ND3007_group;s__	0.9998845265550164
798a392a704b7399adf374711cc8de3d	351.0	0.0	0.0	0.0	0.0	232.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.9988188724295044
ed9d42acd9696a5c85d2a7c2616945d3	0.0	0.0	0.0	0.0	581.0	0.0	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonella;s__	0.9999997178410184
8a2950244650b024368aa8174145ba33	71.0	93.0	50.0	323.0	0.0	35.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	0.9187936124492608
5906b594f17570abe6a9b649e24cb428	126.0	0.0	0.0	345.0	0.0	96.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Intestinibacter;s__	0.9619337167363476
a0a953c376994dfbc0a5cc4dce701d13	0.0	0.0	0.0	0.0	0.0	543.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Asteroleplasma;s__	0.9999999911636336
6500cc7ab5df9f6e4d6359a7f2b7e6e3	254.0	0.0	122.0	0.0	85.0	81.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	0.9999991411759476
efd3c5f761c7227b2823922d5a86fc8b	28.0	67.0	0.0	57.0	299.0	89.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_eligens_group;s__	0.9964934084870716
7e3e371ef86710a1d15916b6ac9b8bab	45.0	102.0	48.0	41.0	198.0	105.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_eligens_group;s__	0.992421769035678
d69124fd7d2ae4a2b1263211c94248e4	333.0	79.0	91.0	12.0	0.0	20.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__	0.9203032495117928
8267c907c188835f026fc07bcc8c81c5	0.0	0.0	9.0	0.0	159.0	352.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__	0.9997611505836012
4f697f718094980237f7a2fec8750bbd	358.0	52.0	82.0	0.0	0.0	27.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	0.9985229172403826
5bbeff34157d3fa1f59c6d43f4cb0827	0.0	23.0	76.0	0.0	40.0	380.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005;s__	0.9989333692668748
08971307090615dcbd0e5933e09d9aae	0.0	34.0	0.0	0.0	0.0	478.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__Clostridia_UCG-014;g__Clostridia_UCG-014;s__	0.999999220021627
e8fdd4a8a7b6236f26db6551014d344a	33.0	13.0	69.0	53.0	252.0	89.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_hallii_group;s__	0.9998590282990772
5c11a6f0c8dc0b1bd8e3da82061d50e9	0.0	0.0	29.0	0.0	236.0	223.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.9997259728498048
40f80939e6303ce27ee4934e5332b44d	109.0	36.0	29.0	239.0	0.0	72.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	0.9998503700030352
38f9479d2f37d1036274704b09d2e3c5	52.0	88.0	124.0	27.0	150.0	34.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	0.9845917061529624
78b0f8276e99dab5f0decb4c8c10d7bf	50.0	408.0	0.0	5.0	0.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__	0.9999998736864848
40469692f58f993d1cf7d035e65e7678	0.0	25.0	82.0	0.0	38.0	318.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005;s__	0.9986913944659426
f2735c286490a71c359f4d5db6bdd217	56.0	154.0	0.0	0.0	168.0	82.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum;s__	0.9997966091879994
8a08ef7cd0060211b34efdc87b07732e	0.0	0.0	0.0	0.0	0.0	456.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	0.9744357148583062
2a231f08891292ebf633fb67c2243110	42.0	33.0	84.0	199.0	65.0	32.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	0.9558424463246944
eeed4fda23a3dfd63d55bdb3fa853f99	69.0	90.0	86.0	67.0	0.0	127.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_hallii_group;s__	0.999952254772738
14d30b85f6c5f64a0f07964095bc6034	74.0	0.0	14.0	249.0	22.0	71.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Intestinibacter;s__	0.970185829142119
28319bb94dc4d8fcd59ee2cedcb25c92	24.0	159.0	14.0	0.0	158.0	75.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum;s__	0.999773347196607
b57949f1ee4b1be21ef3c15b21a440fe	8.0	35.0	0.0	0.0	0.0	377.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__Clostridia_UCG-014;g__Clostridia_UCG-014;s__	0.999997926294232
474ef26171c3634cb2947ca56d4325e2	0.0	0.0	0.0	193.0	0.0	226.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.999993557523657
d4535a084421c28e38562926571e17bf	303.0	32.0	60.0	0.0	0.0	20.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	0.998443630960947
ad9a6343a04a31c1ec53dfd69875c5f0	146.0	65.0	11.0	0.0	132.0	57.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_ND3007_group;s__	0.9998867154464346
067953880b9d48bca3c39f9f57d15789	0.0	27.0	35.0	156.0	189.0	0.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	0.9999993132898992
3d851ec0c09670864ce9be8aa0a965c3	34.0	35.0	150.0	115.0	49.0	22.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	0.9408672845788604
1449e31ddb2027e01d91dfa01f1d3b84	0.0	0.0	0.0	0.0	405.0	0.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__	0.9999951247862988
0c6bd870c555052543bb96bad2effa4f	200.0	0.0	0.0	194.0	3.0	0.0	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Dialister;s__	0.9999996197489492
83aded41dc4a430ee13581554b3eb3f3	0.0	0.0	0.0	0.0	0.0	390.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	0.991951567202175
7ecca6888a833db34bf759fc9922b35c	0.0	0.0	8.0	126.0	38.0	210.0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	0.9999892757669578
be8f1b9de5ad130e40b4d8a6efd8edda	0.0	0.0	0.0	0.0	381.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_NK3B31_group;s__	0.9990897153133188
547f7f631b685c5f07486e3170f16ea4	62.0	114.0	55.0	7.0	13.0	124.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__	0.9875640989026891
76fc4961fc0d03b98855a86cb4a76a05	0.0	54.0	35.0	66.0	173.0	46.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_eligens_group;s__	0.9939655701277051
39588ae5a2fba3ddc3cad7a75d195554	64.0	88.0	84.0	40.0	0.0	88.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_hallii_group;s__	0.999927041537565
3751619451f077097aaee8750e2d2cbd	15.0	0.0	341.0	0.0	0.0	4.0	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__	0.9883466957175788
96c394d1348b85ff6ade7158a6f3b6af	0.0	0.0	0.0	0.0	359.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_NK3B31_group;s__	0.999140746077714
903f529fbc9ed426adaa4d22d24c55cf	57.0	18.0	27.0	4.0	148.0	96.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9995554981017633
4be4adbf935db7e39d1d8fa2a7abc899	239.0	108.0	0.0	0.0	0.0	0.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__	0.9999999815844948
5930bc1fc0dd591dccf9b1c4059525f1	0.0	226.0	0.0	0.0	0.0	120.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__	0.99999999811493
a1febccb3de9f2f3bb8f89df7a6de95d	0.0	0.0	0.0	0.0	345.0	0.0	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__	0.9999985361163424
03248d9f76da44fad718d1811d6539c9	0.0	342.0	0.0	0.0	0.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	0.9961215791773024
cdb3ecaa2a150406e3fcd6d289539abf	0.0	0.0	0.0	341.0	0.0	0.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005;s__	0.9458360295225472
430d7e9ed1902e911a6660ae3c1addd2	8.0	37.0	89.0	70.0	104.0	32.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.999996638240214
d300286553eeec338d91ef4ac6cc221c	0.0	96.0	0.0	52.0	156.0	33.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__	0.8841095298652857
cd25f42f5884836618d2aab6a7c647f2	0.0	0.0	0.0	332.0	0.0	0.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005;s__	0.945837306068189
43ffa2f73422317d16fc0db7c2527a27	79.0	0.0	0.0	0.0	0.0	246.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	0.9999956329383936
4bcdb8d806d9b6eff4e5b14dd677d7fd	51.0	60.0	0.0	5.0	15.0	190.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.9998375684232544
90f79def61a951123239ce0bfdbd9325	70.0	74.0	38.0	11.0	33.0	94.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	0.9999995862779943
b6ca57b9cf5e2d88922807a1cc3e237b	47.0	186.0	0.0	5.0	0.0	81.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK4A214_group;s__	0.8818916083906367
17a84710f465dd4c69c8c0d136bbe18e	318.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.9970167700261736
354acc009b4d5743f420af8925691527	89.0	67.0	48.0	0.0	54.0	55.0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia;s__	0.9416803656735834
