run_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	library_strategy	library_source	library_selection	read_count	base_count	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	fastq_md5	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_aspera	sample_alias	broker_name	sample_title	first_created	bam_ftp
ERR4836415	SAMEA7571458	ERS5328080	ERX4706193	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	62132	15586181	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328080	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328080	ff5836d262d676698e37e52a8332032d;f412ffaf5af04d9e1171f7b1827b2f11	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4836415/ERR4836415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4836415/ERR4836415_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4836415/ERR4836415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4836415/ERR4836415_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836415/sample103_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836415/sample103_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836415/sample103_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836415/sample103_S001_L001_R2_001.fastq.gz	sample103		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/005/ERR4836415.bam
ERR4836419	SAMEA7571462	ERS5328084	ERX4706197	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	63150	15834269	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328084	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328084	06ef15bb9cbe54fcb845cfaf879e10db;2bede2a8c0cd08225ffceba709b69080	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4836419/ERR4836419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4836419/ERR4836419_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4836419/ERR4836419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4836419/ERR4836419_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836419/sample107_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836419/sample107_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836419/sample107_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836419/sample107_S001_L001_R2_001.fastq.gz	sample107		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/009/ERR4836419.bam
ERR4836422	SAMEA7571465	ERS5328087	ERX4706200	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	52818	13241289	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328087	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328087	cfe58572574bcf1223bc02cf730c0b6c;4ef33523cd8fe6a2520308dfe4aeb55c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4836422/ERR4836422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4836422/ERR4836422_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4836422/ERR4836422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4836422/ERR4836422_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836422/sample110_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836422/sample110_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836422/sample110_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836422/sample110_S001_L001_R2_001.fastq.gz	sample110		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/002/ERR4836422.bam
ERR4836427	SAMEA7571470	ERS5328092	ERX4706205	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	65234	16356083	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328092	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328092	40cb00c12bfccd8728412538c1270525;83d25dfb1ee7f5f78fda13cfe005b63c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836427/ERR4836427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836427/ERR4836427_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836427/ERR4836427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836427/ERR4836427_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836427/sample115_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836427/sample115_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836427/sample115_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836427/sample115_S001_L001_R2_001.fastq.gz	sample115		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/007/ERR4836427.bam
ERR4836433	SAMEA7571477	ERS5328099	ERX4706211	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	82276	20628885	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328099	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328099	2642b125425457431a15a21f9d57ed36;0a0b3b396a0afce948d273ce68204800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4836433/ERR4836433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4836433/ERR4836433_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4836433/ERR4836433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4836433/ERR4836433_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836433/sample122_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836433/sample122_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836433/sample122_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836433/sample122_S001_L001_R2_001.fastq.gz	sample122		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/003/ERR4836433.bam
ERR4836435	SAMEA7571479	ERS5328101	ERX4706213	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	91564	22953601	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328101	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328101	c79be775964ddf77102a73f4e1de4c39;e6883874d231681513f9aa90357ad3c3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4836435/ERR4836435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4836435/ERR4836435_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4836435/ERR4836435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4836435/ERR4836435_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836435/sample124_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836435/sample124_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836435/sample124_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836435/sample124_S001_L001_R2_001.fastq.gz	sample124		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/005/ERR4836435.bam
ERR4836460	SAMEA7571504	ERS5328126	ERX4706238	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	44366	11121831	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328126	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328126	40f32f1ca368d125588d9708da7ddbc1;aa10378c29256f9b214dd7d89722c886	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836460/ERR4836460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836460/ERR4836460_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836460/ERR4836460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836460/ERR4836460_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836460/sample149_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836460/sample149_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836460/sample149_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836460/sample149_S001_L001_R2_001.fastq.gz	sample149		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/000/ERR4836460.bam
ERR4836461	SAMEA7571505	ERS5328127	ERX4706239	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	57706	14467784	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328127	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328127	6a6128f611f357014a7ecc280f3c6592;9f45427674076d11e8285ab9284b55d7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836461/ERR4836461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836461/ERR4836461_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836461/ERR4836461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836461/ERR4836461_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836461/sample150_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836461/sample150_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836461/sample150_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836461/sample150_S001_L001_R2_001.fastq.gz	sample150		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/001/ERR4836461.bam
ERR4836467	SAMEA7571511	ERS5328133	ERX4706245	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	100114	25099770	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328133	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328133	92a37cbf4b3ca159e35336b1d082f230;9818af22444838434526f8e2630dd5d5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836467/ERR4836467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836467/ERR4836467_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836467/ERR4836467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836467/ERR4836467_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836467/sample156_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836467/sample156_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836467/sample156_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836467/sample156_S001_L001_R2_001.fastq.gz	sample156		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/007/ERR4836467.bam
ERR4836470	SAMEA7571514	ERS5328136	ERX4706248	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	67862	17011568	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328136	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328136	850722ad6a5624796daddb323d7cae59;aba1ddade4e33062c087e634c0df231d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836470/ERR4836470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836470/ERR4836470_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836470/ERR4836470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836470/ERR4836470_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836470/sample159_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836470/sample159_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836470/sample159_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836470/sample159_S001_L001_R2_001.fastq.gz	sample159		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/000/ERR4836470.bam
ERR4836471	SAMEA7571515	ERS5328137	ERX4706249	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	64060	16060294	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328137	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328137	bb544e5143a4f677250f61b3db4b228a;1ab60ef88ccb6675a1b2bbef0bcb959d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836471/ERR4836471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836471/ERR4836471_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836471/ERR4836471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836471/ERR4836471_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836471/sample160_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836471/sample160_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836471/sample160_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836471/sample160_S001_L001_R2_001.fastq.gz	sample160		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/001/ERR4836471.bam
ERR4836494	SAMEA7571538	ERS5328160	ERX4706272	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	236094	59252842	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328160	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328160	d307287e860732fd2f2d9b153b21f4ef;11ad0f0a1f8d488a5770922bde2c0ab9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4836494/ERR4836494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4836494/ERR4836494_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4836494/ERR4836494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4836494/ERR4836494_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836494/sample183_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836494/sample183_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836494/sample183_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836494/sample183_S001_L001_R2_001.fastq.gz	sample183		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/004/ERR4836494.bam
ERR4836496	SAMEA7571540	ERS5328162	ERX4706274	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	174892	43890984	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328162	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328162	b5751e3d1d42dc178be6e5c4d5c6ed41;e369dbe3efc76a953fe120da5f492346	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836496/ERR4836496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836496/ERR4836496_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836496/ERR4836496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836496/ERR4836496_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836496/sample185_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836496/sample185_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836496/sample185_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836496/sample185_S001_L001_R2_001.fastq.gz	sample185		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/006/ERR4836496.bam
ERR4836497	SAMEA7571541	ERS5328163	ERX4706275	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	174930	43900767	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328163	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328163	03268d0934a4e8cbc3165bc7ff94c6f5;f9e15af24f3c82e3b63d9966f9ef5d13	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836497/ERR4836497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836497/ERR4836497_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836497/ERR4836497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836497/ERR4836497_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836497/sample186_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836497/sample186_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836497/sample186_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836497/sample186_S001_L001_R2_001.fastq.gz	sample186		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/007/ERR4836497.bam
ERR4836498	SAMEA7571542	ERS5328164	ERX4706276	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	187088	46948393	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328164	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328164	ed2cf60e816bdc89dd0d1ab6a6876ed3;3b61af81f410fefc86009bb389257694	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836498/ERR4836498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836498/ERR4836498_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836498/ERR4836498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836498/ERR4836498_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836498/sample187_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836498/sample187_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836498/sample187_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836498/sample187_S001_L001_R2_001.fastq.gz	sample187		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/008/ERR4836498.bam
ERR4836500	SAMEA7571544	ERS5328166	ERX4706278	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	252014	63244821	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328166	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328166	bd4c548ede0cfacc656779bfa0632351;a0ed4fd78626aac85e875d5d24a1e7bf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836500/ERR4836500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836500/ERR4836500_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836500/ERR4836500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836500/ERR4836500_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836500/sample189_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836500/sample189_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836500/sample189_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836500/sample189_S001_L001_R2_001.fastq.gz	sample189		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/000/ERR4836500.bam
ERR4836502	SAMEA7571546	ERS5328168	ERX4706280	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	271358	68103813	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328168	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328168	85d98871bf71b0c98b1326a04026975c;4209f75746ee80982d70f28b1bb737e3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4836502/ERR4836502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4836502/ERR4836502_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4836502/ERR4836502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4836502/ERR4836502_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836502/sample191_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836502/sample191_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836502/sample191_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836502/sample191_S001_L001_R2_001.fastq.gz	sample191		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/002/ERR4836502.bam
ERR4836617	SAMEA7571550	ERS5328172	ERX4706395	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	273644	68676030	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328172	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328172	235e29791dfe7a835757810d7b7c8d7d;46c092031535a759b486b092d8b154f3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836617/ERR4836617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836617/ERR4836617_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836617/ERR4836617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836617/ERR4836617_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836617/sample195_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836617/sample195_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836617/sample195_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836617/sample195_S001_L001_R2_001.fastq.gz	sample195		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/007/ERR4836617.bam
